iter	MultiClass
146	0.07019326373
147	0.07000251888
148	0.06941967308
149	0.06923449325
150	0.06902458015
151	0.06857922945
152	0.06848013001
153	0.06835282989
154	0.06812815962
155	0.06768378573
156	0.06741672889
157	0.06685282306
158	0.06657881923
159	0.06636380121
160	0.06590274717
161	0.06567206708
162	0.06504767364
163	0.06486131818
164	0.06469301755
165	0.06436007277
166	0.0641407516
167	0.06387765993
168	0.06362200544
169	0.06329280894
170	0.06309258433
171	0.06293958047
172	0.06284932524
173	0.06264168385
174	0.06250412863
175	0.06220287576
176	0.062055571
177	0.06176819466
178	0.06129350812
179	0.06107916692
180	0.0609266342
181	0.06078561819
182	0.06061421521
183	0.06045634573
184	0.06033584011
185	0.060074282
186	0.0598923628
187	0.05968739908
188	0.05955224928
189	0.05933551144
190	0.05922661552
191	0.05911246676
192	0.05896277314
193	0.05870710103
194	0.05848196821
195	0.05829677655
196	0.05817801123
197	0.0578616017
198	0.05726301257
199	0.05712282449
200	0.05694478535
201	0.05650496472
202	0.05631181361
203	0.05608723696
204	0.05592773201
205	0.05578030814
206	0.05568462178
207	0.05553925673
208	0.05529536658
209	0.05487239418
210	0.05443399324
211	0.05413402511
212	0.05387704423
213	0.05367625635
214	0.05353430857
215	0.05340343184
216	0.0532030078
217	0.05305964873
218	0.0528763991
219	0.05260121827
220	0.05220628379
221	0.05201370303
222	0.05193065593
223	0.05170056244
224	0.05142387566
225	0.05134261813
226	0.05125082886
227	0.05096452145
228	0.05089344554
229	0.05069100614
230	0.05055954441
231	0.05042603397
232	0.05031733392
233	0.05023148497
234	0.05008969435
235	0.0499543458
236	0.04980484036
237	0.0496772215
238	0.04942537339
239	0.04929415714
240	0.04909926724
241	0.04899510174
242	0.04888004889
243	0.0487370757
244	0.04864629159
245	0.04846698635
246	0.04827988988
247	0.04819452477
248	0.04810982168
249	0.04794091127
250	0.0478295723
251	0.04773629877
252	0.04741915538
253	0.04727190809
254	0.04691177799
255	0.0467647298
256	0.04665348591
257	0.04657347837
258	0.04640045387
259	0.0463063967
260	0.04620529643
261	0.04608198399
262	0.04600947995
263	0.04579073641
264	0.04560906226
265	0.04551791611
266	0.0454006443
267	0.04535070494
268	0.04514460601
269	0.0450673126
270	0.04496959955
271	0.04486649189
272	0.04472007188
273	0.04467600477
274	0.04460071599
275	0.04446133087
276	0.04418920225
277	0.04405334616
278	0.04398729728
279	0.04392073038
280	0.04366788781
281	0.04359210028
282	0.04343465629
283	0.04330445446
284	0.04324341695
285	0.04311181928
286	0.04300060962
287	0.04294670514
288	0.04284073055
289	0.04272069747
290	0.04259191961
291	0.04249515423
292	0.04237306659
293	0.04229768722
294	0.04220831854
295	0.04212592796
296	0.04204475255
297	0.04199026751
298	0.04186112871
299	0.04176344249
300	0.04163945057
301	0.04155151423
302	0.04142639563
303	0.04134159234
304	0.04131270107
305	0.04125862979
306	0.04118363071
307	0.04111988668
308	0.04103479646
309	0.04093741904
310	0.04087820512
311	0.04077074029
312	0.04061164029
313	0.04045714122
314	0.04038231471
315	0.04031798321
316	0.04021798046
317	0.04015362132
318	0.04006766524
319	0.04003241451
320	0.039978703
321	0.03989185964
322	0.0398086416
323	0.03972824365
324	0.03948043589
325	0.0394210065
326	0.03934524465
327	0.03928733062
328	0.03915042994
329	0.03908088895
330	0.03895794711
331	0.03880208012
332	0.03875815906
333	0.03870858174
334	0.03857953206
335	0.03848830326
336	0.03843239691
337	0.03835097398
338	0.03816641946
339	0.03812386336
340	0.03800207324
341	0.03795118416
342	0.03789572443
343	0.0377851654
344	0.03773388983
345	0.03766494588
346	0.03756601952
347	0.03749512897
348	0.03741236097
349	0.03730167679
350	0.03719964174
351	0.03713176379
352	0.03703984357
353	0.03698778274
354	0.03682742075
355	0.03674430594
356	0.03656403001
357	0.03647647736
358	0.03627130056
359	0.03615192751
360	0.03610626416
361	0.03605127326
362	0.03596323764
363	0.03578162722
364	0.03571923813
365	0.03567612937
366	0.03559351397
367	0.03549515548
368	0.03540885614
369	0.03523271915
370	0.03514875967
371	0.03505392324
372	0.03491819611
373	0.03484067004
374	0.0347490276
375	0.03469585751
376	0.03450681657
377	0.03443359574
378	0.0343757494
379	0.03430304219
380	0.03421846349
381	0.03416741218
382	0.03411864217
383	0.03398413437
384	0.03384875669
385	0.03378296316
386	0.03371197354
387	0.03363339977
388	0.03356928479
389	0.03353149487
390	0.03345299005
391	0.03340639363
392	0.03325520548
393	0.03319244599
394	0.03314026349
395	0.0330939481
396	0.03302827332
397	0.03296440943
398	0.03292354988
399	0.0328758129
400	0.03285155128
401	0.03277601056
402	0.03273558929
403	0.03265108174
404	0.03258265946
405	0.03252972614
406	0.03247734565
407	0.03239489255
408	0.03231840151
409	0.03225275326
410	0.03214429929
411	0.03201920341
412	0.03199396429
413	0.03196095608
414	0.03192683491
415	0.03183824036
416	0.03178668492
417	0.03172775154
418	0.03159451024
419	0.03152394109
420	0.03139279812
421	0.031329174
422	0.03129642911
423	0.03126437
424	0.03121227353
425	0.03116812201
426	0.03112861265
427	0.0309857749
428	0.03094958977
429	0.03091683339
430	0.03088463684
431	0.03084703161
432	0.03081759864
433	0.03076506248
434	0.03071805743
435	0.0306326615
436	0.03058913154
437	0.03054592725
438	0.0304975731
439	0.03046584383
440	0.03042775404
441	0.03032150013
442	0.03024947325
443	0.03022153959
444	0.03012444101
445	0.0300521113
446	0.02998193468
447	0.0298995452
448	0.02986816142
449	0.0298300895
450	0.02979284104
451	0.02974458478
452	0.02967054094
453	0.02958784308
454	0.02949526239
455	0.029421661
456	0.02934768277
457	0.02928910608
458	0.02922973743
459	0.02916059807
460	0.0291178031
461	0.02905603015
462	0.02901028899
463	0.0289703235
464	0.0289341641
465	0.02891540568
466	0.02883415604
467	0.02876746465
468	0.02872512463
469	0.02868697975
470	0.02863696145
471	0.02858738927
472	0.02853099613
473	0.02837478565
474	0.02833648996
475	0.02829265745
476	0.02825449519
477	0.02821171823
478	0.02812238557
479	0.02810448434
480	0.02805951895
481	0.02803996257
482	0.02800105586
483	0.02798635382
484	0.02793270606
485	0.02789157612
486	0.02783603054
487	0.02776441546
488	0.02772399041
489	0.02761108385
490	0.02757290191
491	0.02749965518
492	0.02745550819
493	0.02741173054
494	0.02738733991
495	0.02734779283
496	0.02730762841
497	0.02728322838
498	0.02723641693
499	0.02719044431
